商品コード,JANコード,商品名,商品名カナ,原価,売価,分類,使用区分,作成日時,作成者コード,作成者名,更新日時,更新者コード,更新者名
"10000001"\t"4900000000011"\t"カップラーメン醤油"\t"ｶｯﾌﾟﾗｰﾒﾝｼｮｳﾕ"\t"120.00"\t"180"\t"1"\t"無効"\t"2026/03/18 10:00:00"\t"001"\t"山田　太郎"\t""\t""\t""
"10000002"\t"4900000000028"\t"カップラーメン味噌"\t"ｶｯﾌﾟﾗｰﾒﾝﾐｿ"\t"125.00"\t"187"\t"1"\t"無効"\t"2026/03/18 10:00:00"\t"001"\t"山田　太郎"\t""\t""\t""
"10000003"\t"4900000000035"\t"ペットボトル緑茶500ml"\t"ﾘｮｸﾁｬ500ML"\t"80.00"\t"120"\t"1"\t"無効"\t"2026/03/18 10:00:00"\t"001"\t"山田　太郎"\t""\t""\t""
"10000004"\t"4900000000042"\t"ミネラルウォーター500ml"\t"ﾐﾈﾗﾙｳｫｰﾀｰ500ML"\t"60.00"\t"90"\t"1"\t"無効"\t"2026/03/18 10:00:00"\t"001"\t"山田　太郎"\t""\t""\t""
"10000005"\t"4900000000059"\t"ポテトチップスうすしお"\t"ﾎﾟﾃﾄﾁｯﾌﾟｽｳｽｼｵ"\t"100.00"\t"150"\t"1"\t"無効"\t"2026/03/18 10:00:00"\t"001"\t"山田　太郎"\t""\t""\t""
"10000006"\t"4900000000066"\t"ボールペン黒"\t"ﾎﾞｰﾙﾍﾟﾝｸﾛ"\t"50.00"\t"75"\t"2"\t"無効"\t"2026/03/18 10:00:00"\t"001"\t"山田　太郎"\t""\t""\t""
"10000007"\t"4900000000073"\t"ノートB5"\t"ﾉｰﾄB5"\t"120.00"\t"180"\t"2"\t"無効"\t"2026/03/18 10:00:00"\t"001"\t"山田　太郎"\t""\t""\t""
"10000008"\t"4900000000080"\t"クリアファイルA4"\t"ｸﾘｱﾌｧｲﾙA4"\t"80.00"\t"120"\t"2"\t"無効"\t"2026/03/18 10:00:00"\t"001"\t"山田　太郎"\t""\t""\t""
"10000009"\t"4900000000097"\t"ティッシュペーパー5箱"\t"ﾃｨｯｼｭﾍﾟｰﾊﾟｰ5ﾊﾟｯｸ"\t"250.00"\t"375"\t"3"\t"無効"\t"2026/03/18 10:00:00"\t"001"\t"山田　太郎"\t""\t""\t""
"10000010"\t"4900000000103"\t"トイレットペーパー12ロール"\t"ﾄｲﾚｯﾄﾍﾟｰﾊﾟｰ12R"\t"300.00"\t"450"\t"3"\t"無効"\t"2026/03/18 10:00:00"\t"001"\t"山田　太郎"\t""\t""\t""
"10000011"\t"4900000000110"\t"Tシャツ白M"\t"TｼｬﾂｼﾛM"\t"500.00"\t"750"\t"4"\t"無効"\t"2026/03/18 10:00:00"\t"001"\t"山田　太郎"\t""\t""\t""
"10000012"\t"4900000000127"\t"靴下3足セット"\t"ｸﾂｼﾀ3ｿｸ"\t"300.00"\t"450"\t"4"\t"無効"\t"2026/03/18 10:00:00"\t"001"\t"山田　太郎"\t""\t""\t""
"10000013"\t"4900000000134"\t"ハンドタオル"\t"ﾊﾝﾄﾞﾀｵﾙ"\t"150.00"\t"225"\t"5"\t"無効"\t"2026/03/18 10:00:00"\t"001"\t"山田　太郎"\t""\t""\t""
"10000014"\t"4900000000141"\t"折りたたみ傘"\t"ｵﾘﾀﾀﾐｶｻ"\t"700.00"\t"1050"\t"5"\t"無効"\t"2026/03/18 10:00:00"\t"001"\t"山田　太郎"\t""\t""\t""
"10000015"\t"4900000000158"\t"エコバッグ"\t"ｴｺﾊﾞｯｸﾞ"\t"250.00"\t"375"\t"5"\t"無効"\t"2026/03/18 10:00:00"\t"001"\t"山田　太郎"\t""\t""\t""
"10000016"\t"4900000000165"\t"おにぎり鮭"\t"ｵﾆｷﾞﾘｻｹ"\t"110.00"\t"165"\t"1"\t"無効"\t"2026/03/18 10:00:00"\t"001"\t"山田　太郎"\t""\t""\t""
"10000017"\t"4900000000172"\t"おにぎり梅"\t"ｵﾆｷﾞﾘｳﾒ"\t"105.00"\t"157"\t"1"\t"無効"\t"2026/03/18 10:00:00"\t"001"\t"山田　太郎"\t""\t""\t""
"10000018"\t"4900000000189"\t"サンドイッチたまご"\t"ｻﾝﾄﾞｲｯﾁﾀﾏｺﾞ"\t"220.00"\t"330"\t"1"\t"無効"\t"2026/03/18 10:00:00"\t"001"\t"山田　太郎"\t""\t""\t""
"10000019"\t"4900000000196"\t"サンドイッチハム"\t"ｻﾝﾄﾞｲｯﾁﾊﾑ"\t"230.00"\t"345"\t"1"\t"無効"\t"2026/03/18 10:00:00"\t"001"\t"山田　太郎"\t""\t""\t""
"10000020"\t"4900000000202"\t"菓子パンあんぱん"\t"ｶｼﾊﾟﾝｱﾝﾊﾟﾝ"\t"98.00"\t"147"\t"1"\t"無効"\t"2026/03/18 10:00:00"\t"001"\t"山田　太郎"\t""\t""\t""
"10000021"\t"4900000000219"\t"菓子パンメロンパン"\t"ｶｼﾊﾟﾝﾒﾛﾝﾊﾟﾝ"\t"108.00"\t"162"\t"1"\t"無効"\t"2026/03/18 10:00:00"\t"001"\t"山田　太郎"\t""\t""\t""
"10000022"\t"4900000000226"\t"食パン8枚切"\t"ｼｮｸﾊﾟﾝ8ﾏｲｷﾞﾘ"\t"138.00"\t"207"\t"1"\t"無効"\t"2026/03/18 10:00:00"\t"001"\t"山田　太郎"\t""\t""\t""
"10000023"\t"4900000000233"\t"ロールパン6個入"\t"ﾛｰﾙﾊﾟﾝ6ｺｲﾘ"\t"148.00"\t"222"\t"1"\t"無効"\t"2026/03/18 10:00:00"\t"001"\t"山田　太郎"\t""\t""\t""
"10000024"\t"4900000000240"\t"牛乳1L"\t"ｷﾞｭｳﾆｭｳ1L"\t"188.00"\t"282"\t"1"\t"無効"\t"2026/03/18 10:00:00"\t"001"\t"山田　太郎"\t""\t""\t""
"10000025"\t"4900000000257"\t"ヨーグルトプレーン"\t"ﾖｰｸﾞﾙﾄﾌﾟﾚｰﾝ"\t"128.00"\t"192"\t"1"\t"無効"\t"2026/03/18 10:00:00"\t"001"\t"山田　太郎"\t""\t""\t""
